2452,Mannersdorf am Leithagebirge
2453,Sommerein
2454,Trautmannsdorf an der Leitha
2460,Bruck an der Leitha
2462,Wilfleinsdorf
2463,Stixneusiedl
2464,Göttlesbrunn
2465,Höflein
2471,Rohrau
2472,Prellenkirchen
2473,Potzneusiedl
2474,Gattendorf
2475,Neudorf
2481,Achau
2482,Münchendorf
2483,Ebreichsdorf
2484,"Weigelsdorf, Fischa"
2485,Wampersdorf
2486,Pottendorf
2490,Ebenfurth
2491,Neufeld an der Leitha
2492,Eggendorf
2493,Lichtenwörth-Nadelburg
2500,Baden
2504,Sooß
2505,Baden-Leesdorf
2511,Pfaffstätten
2512,Tribuswinkel
2513,Möllersdorf
2514,Traiskirchen
2521,Trumau
2522,Oberwaltersdorf
2523,Tattendorf
2524,Teesdorf
2525,Günselsdorf
2531,Gaaden
2532,Heiligenkreuz im Wienerwald
2533,Klausen-Leopoldsdorf
2534,Alland
2540,Bad Vöslau
2542,Kottingbrunn
2544,Leobersdorf
2551,Enzesfeld-Lindabrunn
2552,Hirtenberg
2560,Berndorf
2563,Pottenstein
2564,Weissenbach an der Triesting
2565,Neuhaus
2571,Altenmarkt-Thenneberg
2572,Kaumberg
2601,Sollenau
2602,Blumau-Neurißhof
2603,Felixdorf
2604,Theresienfeld
2620,Neunkirchen
2624,Breitenau
2625,Schwarzau am Steinfelde
2630,Ternitz
2631,Sieding-Stixenstein
2632,Wimpassing im Schwarzatale
2640,Gloggnitz
2641,Schottwien
2642,Maria Schutz
2650,Payerbach
2651,Reichenau an der Rax
2654,Prein an der Rax
2661,Naßwald
2662,Schwarzau im Gebirge
2663,Rohr im Gebirge
2671,Küb
2673,Breitenstein
2680,Semmering
2700,Wiener Neustadt
2703,Wiener Neustadt
2705,Wiener Neustadt
2706,Wiener Neustadt
2707,Wiener Neustadt
2721,Bad Fischau
2722,Winzendorf
2723,Muthmannsdorf
2724,Hohe Wand-Stollhof
2731,St. Egyden am Steinfeld
2732,Willendorf
2733,Grünbach am Schneeberg
2734,Puchberg am Schneeberg
2751,Steinabrückl
2752,Wöllersdorf
2753,Markt Piesting
2754,Waldegg
2755,Oed
2761,Miesenbach
2763,Pernitz
2770,Gutenstein
2801,Katzelsdorf
2802,Hochwolkersdorf
2803,Schwarzenbach
2811,Wiesmath
2812,Hollenthon
2813,Lichtenegg
2821,Lanzenkirchen
2822,Bad Erlach
2823,Pitten
2824,Seebenstein
2831,Warth
2832,Thernberg
2833,Bromberg
2840,Grimmenstein
2842,Edlitz
2851,Krumbach
2852,Hochneukirchen
2853,Bad Schönau
2860,Kirchschlag in der Buckligen Welt
2870,Aspang
2871,Zöbern
2872,Mönichkirchen
2873,Feistritz am Wechsel
2880,Kirchberg am Wechsel
2881,Trattenbach
3001,Mauerbach
3002,Purkersdorf
3003,Gablitz
3004,Ried am Riederberg
3011,Untertullnerbach
3012,Wolfsgraben
3013,Tullnerbach-Lawies
3021,Pressbaum
3031,Rekawinkel
3032,Eichgraben
3033,Altlengbach
3034,Maria Anzbach
3040,Neulengbach
3041,Asperhofen
3042,Würmla
3051,St. Christophen
3052,Innermanzing
3053,Laaben
3061,Ollersbach
3062,Kirchstetten
3071,Böheimkirchen
3072,Kasten bei Böheimkirchen
3073,Stössing
3074,Michelbach
3100,St. Pölten
3101,St. Pölten Postfach
3104,St. Pölten-Harland
3105,St. Pölten-Radlberg
3106,St. Pölten-Spratzern
3107,St. Pölten-Traisenpark
3108,St. Pölten-Wagram
3109,St. Pölten
3110,Neidling
3111,St. Pölten
3121,Karlstetten
3122,Gansbach
3123,Obritzberg
3124,Oberwölbling
3125,Statzendorf
3130,Herzogenburg
3131,Getzersdorf
3133,Traismauer
3134,Nußdorf
3140,Pottenbrunn
3141,Kapelln
3142,Perschling
3143,Pyhra
3144,Wald
3150,Wilhelmsburg
3151,St. Georgen am Steinfelde
3153,Eschenau
3160,Traisen
3161,St. Veit an der Gölsen
3162,Rainfeld
3163,Rohrbach
3170,Hainfeld
3171,Kleinzell-Salzerbad
3172,Ramsau
3180,Lilienfeld
3182,"Marktl, Traisental"
3183,Freiland
3184,Türnitz
3192,Hohenberg
3193,St. Aegyd am Neuwalde
3195,Kernhof
3200,Ober-Grafendorf
3202,Hofstetten
3203,Rabenstein an der Pielach
3204,Kirchberg an der Pielach
3205,Weinburg
3211,Loich
3212,Schwarzenbach an der Pielach
3213,Frankenfels
3214,Puchenstuben
3221,Gösing an der Mariazellerbahn
3222,Annaberg
3223,Wienerbruck
3224,Mitterbach
3231,St. Margarethen an der Sierning
3232,Bischofstetten
3233,Kilb
3240,Mank
3241,Kirnberg an der Mank
3242,Texing
3243,St. Leonhard am Forst
3244,Ruprechtshofen
3250,Wieselburg
3251,Purgstall
3252,Petzenkirchen
3253,Erlauf
3254,Bergland
3261,Steinakirchen am Forst
3262,Wang
3263,Randegg
3264,Gresten
3270,Scheibbs
3281,Oberndorf an der Melk
3282,St. Georgen an der Leys
3283,St. Anton an der Jeßnitz
3291,Kienberg
3292,Gaming
3293,Lunz am See
3294,Langau
3295,Lackenhof
3300,Amstetten
3304,St. Georgen am Ybbsfelde
3311,Zeillern
3312,Oed
3313,Wallsee
3314,Strengberg
3321,Ardagger
3322,Viehdorf
3323,Neustadtl an der Donau
3324,Euratsfeld
3325,Ferschnitz
3331,Kematen
3332,Rosenau am Sonntagberg
3333,Böhlerwerk
3334,Gaflenz
3335,Weyer
3340,Waidhofen an der Ybbs
3341,Ybbsitz
3342,Opponitz
3343,Hollenstein an der Ybbs
3344,St. Georgen am Reith
3345,Göstling an der Ybbs
3350,Haag
3351,Weistrach
3352,St. Peter in der Au
3353,Seitenstetten
3354,Wolfsbach
3355,Ertl
3356,Biberbach
3361,Aschbach Markt
3362,Mauer-Öhling
3363,Ulmerfeld-Hausmening
3364,Neuhofen an der Ybbs
3365,Allhartsberg
3366,Kühberg
3370,Ybbs an der Donau
3371,Neumarkt an der Ybbs
3372,Blindenmarkt
3373,Kemmelbach
3374,Säusenstein
3375,Krummnußbaum
3376,St. Martin-Karlsbach
3380,Pöchlarn
3381,Golling
3382,Loosdorf
3383,Hürm
3384,Groß Sierning
3385,Prinzersdorf
3386,Hafnerbach
3387,Groß Sierning
3390,Melk
3392,Schönbühel an der Donau
3393,Matzleinsdorf
3400,Klosterneuburg
3402,Klosterneuburg
3404,Klosterneuburg
3413,Hintersdorf
3420,Kritzendorf
3421,Höflein an der Donau
3422,Greifenstein
3423,St. Andrä-Wördern
3424,Zeiselmauer
3425,Langenlebarn
3426,Muckendorf-Wipfing
3430,Tulln an der Donau
3433,Königstetten
3434,Tulbing
3435,Zwentendorf an der Donau
3441,Judenau
3442,Langenrohr
3443,Sieghartskirchen
3451,Michelhausen
3452,Atzenbrugg
3454,Sitzenberg-Reidling
3455,Heiligeneich
3462,Absdorf
3463,Stetteldorf am Wagram
3464,Hausleiten
3465,Königsbrunn am Wagram
3470,Kirchberg am Wagram
3471,Großriedenthal
3472,Hohenwarth
3473,Mühlbach am Manhartsberg
3474,Altenwörth
3481,Fels am Wagram
3482,Gösing am Wagram
3483,Feuersbrunn
3484,Grafenwörth
3485,Haitzendorf
3491,Straß im Straßertale
3492,Etsdorf am Kamp
3493,Hadersdorf am Kamp
3494,Gedersdorf
3495,Rohrendorf bei Krems
3500,Krems an der Donau
3501,Krems-Lerchenfeld
3503,Krems-Rehberg
3504,Krems-Stein
3505,Krems
3506,Krems-Hollenburg
3508,Paudorf
3511,Furth bei Göttweig
3512,Mautern
3521,Obermeisling
3522,Lichtenau
3524,Grainbrunn
3525,Sallingberg
3531,Niedernondorf
3532,Rastenfeld
3533,Friedersbach
3541,Senftenberg
3542,Gföhl
3543,Krumau am Kamp
3544,Idolsberg
3550,Langenlois
3552,Lengenfeld
3553,Schiltern
3561,Zöbing
3562,Schönberg
3564,Plank am Kamp
3571,Gars am Kamp
3572,St. Leonhard am Hornerwald
3573,Rosenburg
3580,Horn
3591,Altenburg
3592,Röhrenbach
3593,Neupölla
3594,Franzen
3595,Brunn an der Wild
3601,Dürnstein
3602,Rossatz
3610,Weißenkirchen in der Wachau
3611,Großheinrichschlag
3613,Albrechtsberg an der Großen Krems
3620,Spitz
3621,Mitterarnsdorf
3622,Mühldorf
3623,Kottes
3631,Ottenschlag
3632,Bad Traunstein
3633,Schönbach
3641,Aggsbach Markt
3642,Aggsbach Dorf
3643,Maria Laach am Jauerling
3644,Emmersdorf an der Donau
3650,Pöggstall
3652,Leiben
3653,Weiten
3654,Raxendorf
3660,Klein-Pöchlarn
3661,Artstetten
3662,Münichreith
3663,Laimbach am Ostrong
3664,Martinsberg
3665,Gutenbrunn
3671,Marbach an der Donau
3672,Maria Taferl
3680,Persenbeug
3681,Hofamt Priel
3683,Yspertal
3684,St. Oswald
3691,Nöchling
3701,Großweikersdorf
3702,Niederrußbach
3704,Glaubendorf
3710,Ziersdorf
3711,Großmeiseldorf
3712,Maissau
3713,Harmannsdorf
3714,Sitzendorf an der Schmida
3720,Ravelsbach
3721,Limberg
3722,Straning
3730,Eggenburg
3741,Pulkau
3742,Theras
3743,Röschitz
3744,Stockern
3751,Sigmundsherberg
3752,Walkenstein
3753,Hötzelsdorf
3754,Irnfritz
3761,Messern
3762,Ludweis
3763,Japons
3800,Göpfritz an der Wild
3804,Allentsteig
3811,Kirchberg an der Wild
3812,Groß Siegharts
3813,Dietmanns
3814,Aigen
3820,Raabs an der Thaya
3822,Karlstein an der Thaya
3823,Weikertschlag an der Thaya
3824,Großau
3830,Waidhofen an der Thaya
3834,Pfaffenschlag bei Waidhofen an der Thaya
3841,Windigsteig
3842,Thaya
3843,Dobersberg
3844,Waldkirchen an der Thaya
3851,Kautzen
3852,Gastern
3860,Heidenreichstein
3861,Eggern
3862,Eisgarn
3863,Reingers
3871,Nagelberg
3872,Langegg
3873,Brand
3874,Litschau
3900,Schwarzenau
3902,Vitis
3903,Echsenbach
3910,Zwettl
3911,Rappottenstein
3912,Grafenschlag
3913,Großgöttfritz
3914,Waldhausen
3920,Groß Gerungs
3921,Langschlag
3922,Großschönau
3923,Jagenbach
3924,Rosenau Schloß
3925,Arbesbach
3931,Schweiggers
3932,Kirchberg am Walde
3942,Hirschbach
3943,Schrems
3944,Pürbach
3945,Hoheneich
3950,Gmünd
3961,Waldenstein
3962,Heinrichs bei Weitra
3970,Weitra
3971,St. Martin
3972,Bad Großpertholz
3973,Karlstift
4000,Allhaming
4010,"Linz, Donau"
4016,"Linz, Donau"
4018,"Linz, Donau"
4020,Linz
4021,"Linz, Donau Postfach"
4024,"Linz, Donau"
4025,"Linz, Donau"
4027,Linz
4030,Linz
4031,"Linz, Donau Postfach"
4032,Linz
4033,Linz-Ebelsberg
4036,Linz
4040,Linz
4041,"Linz, Donau Postfach"
4046,"Linz, Donau"
4048,Puchenau
4050,Traun
4052,Ansfelden
4053,Haid
4055,Pucking
4056,Sankt Martin
4059,Leonding
4060,Leonding
4061,Pasching
4062,Thening
4063,Hörsching
4064,Oftering
4066,Pasching
4070,Eferding
4072,Alkoven
4073,Wilhering
4074,Stroheim
4075,Breitenaich
4076,St. Marienkirchen an der Polsenz
4077,Straßham
4078,Fraham
4081,Hartkirchen
4082,Aschach an der Donau
4083,Haibach ob der Donau
4084,St. Agatha
4085,Wesenufer
4090,Engelhartszell
4091,Vichtenstein
4092,Esternberg
4100,Ottensheim
4101,Feldkirchen an der Donau
4102,Goldwörth
4111,Walding
4112,Rottenegg
4113,St. Martin im Mühlkreis
4114,Neuhaus an der Donau
4115,Kleinzell im Mühlkreis
4116,St. Ulrich im Mühlkreis
4120,Neufelden
4121,Altenfelden
4122,Arnreit
4131,Kirchberg ob der Donau
4132,Lembach im Mühlkreis
4133,Niederkappel
4134,Putzleinsdorf
4141,Pfarrkirchen im Mühlkreis
4142,Hofkirchen im Mühlkreis
4143,Neustift im Mühlkreis
4144,Oberkappel
4150,Rohrbach in Oberösterreich
4151,Oepping
4152,Sarleinsbach
4153,Peilstein im Mühlviertel
4154,Kollerschlag
4155,Nebelberg
4160,Aigen-Schlägl
4161,Ulrichsberg
4162,Julbach
4163,Klaffer am Hochficht
4164,Schwarzenberg am Böhmerwald
4170,Haslach an der Mühl
4171,St. Peter am Wimberg
4172,St. Johann am Wimberg
4173,St. Veit im Mühlkreis
4174,Niederwaldkirchen
4175,Herzogsdorf
4180,Zwettl an der Rodl
4181,Oberneukirchen
4182,Waxenberg
4183,Traberg
4184,Helfenberg
4190,Bad Leonfelden
4191,Vorderweißenbach
4192,Schenkenfelden
4193,Reichenthal
4201,Gramastetten
4202,Hellmonsödt
4203,Altenberg bei Linz
4204,Reichenau im Mühlkreis
4205,Kirchschlag bei Linz
4209,Engerwitzdorf
4210,Gallneukirchen
4211,Alberndorf in der Riedmark
4212,Neumarkt im Mühlkreis
4213,Unterweitersdorf
4221,Steyregg
4222,St. Georgen an der Gusen
4223,Katsdorf
4224,Wartberg ob der Aist
4225,Luftenberg
4226,Langenstein
4230,Pregarten
4231,Untergaisbach
4232,Hagenberg im Mühlkreis
4240,Freistadt
4242,Hirschbach im Mühlkreis
4251,Sandl
4252,Liebenau
4261,Rainbach im Mühlkreis
4262,Leopoldschlag
4263,Windhaag bei Freistadt
4264,Grünbach
4271,St. Oswald bei Freistadt
4272,Weitersfelden
4273,Unterweißenbach
4274,Schönau im Mühlkreis
4280,Königswiesen
4281,Mönchdorf
4282,Pierbach
4283,Bad Zell
4284,Tragwein
4291,Lasberg
4292,Kefermarkt
4293,Gutau
4294,St. Leonhard bei Freistadt
4300,St. Valentin
4303,St. Pantaleon
4310,Mauthausen
4311,Schwertberg
4312,Ried in der Riedmark
4320,Perg
4322,Windhaag bei Perg
4323,Münzbach
4324,Rechberg
4331,Naarn
4332,Au an der Donau
4341,Arbing
4342,Baumgartenberg
4343,Mitterkirchen
4351,Saxen
4352,Klam
4360,Grein
4362,Bad Kreuzen
4363,Pabneukirchen
4364,St. Thomas
4371,Dimbach
4372,St. Georgen am Walde
4381,St. Nikola an der Donau
4382,Sarmingstein
4391,Waldhausen im Strudengau
4392,Dorfstetten
4400,Steyr
4401,Steyr Postfach
4403,Steyr
4405,Steyr-Münichholz
4407,Steyr-Gleink
4410,Steyr
4421,Aschach an der Steyr
4431,Haidershofen
4432,Ernsthofen
4441,Behamberg
4442,Kleinraming
4443,Maria Neustift
4451,Garsten
4452,Ternberg
4453,Trattenbach
4460,Losenstein
4461,Laussa
4462,Reichraming
4463,Großraming
4464,Kleinreifling
4470,Enns
4481,Asten
4482,Ennsdorf
4483,Hargelsberg
4484,Kronstorf
4490,St. Florian
4491,Niederneukirchen
4492,Hofkirchen im Traunkreis
4493,Wolfern
4501,Neuhofen an der Krems
4502,St. Marien
4511,Allhaming
4521,Schiedlberg
4522,Sierning
4523,Neuzeug
4531,Kematen an der Krems
4532,Rohr im Kremstal
4533,Piberbach
4540,Bad Hall
4541,Adlwang
4542,Nußbach
4550,Kremsmünster
4551,Ried im Traunkreis
4552,Wartberg an der Krems
4553,Schlierbach
4554,Oberschlierbach
4560,Kirchdorf an der Krems
4562,Steinbach am Ziehberg
4563,Micheldorf
4564,Klaus an der Pyhrnbahn
4565,Inzersdorf im Kremstal
4571,Steyrling
4572,St. Pankraz
4573,Hinterstoder
4574,Vorderstoder
4575,Roßleithen
4580,Windischgarsten
4581,Rosenau am Hengstpaß
4582,Spital am Pyhrn
4591,Molln
4592,Leonstein
4593,Obergrünburg
4594,Grünburg
4595,Waldneukirchen
4596,Steinbach an der Steyr
4600,Wels
4601,Wels
4602,Wels Postfach
4603,Wels
4605,Wels
4606,Wels
4609,Thalheim bei Wels
4610,Wels
4611,Buchkirchen
4612,Scharten
4613,Mistelbach bei Wels
4614,Marchtrenk
4615,Holzhausen
4616,Weißkirchen
4618,Höllwiesen
4619,Wels
4621,Sipbachzell
4622,Eggendorf im Traunkreis
4623,Gunskirchen
4624,Pennewang
4625,Offenhausen
4631,Krenglbach
4632,Pichl bei Wels
4633,Kematen am Innbach
4641,Steinhaus
4642,Sattledt
4643,Pettenbach
4644,Scharnstein
4645,Grünau im Almtal
4650,Lambach
4651,Stadl-Paura
4652,Steinerkirchen an der Traun
4653,Eberstalzell
4654,Bad Wimsbach-Neydharting
4655,Vorchdorf
4656,Kirchham
4657,Fischlham
4659,Edt bei Lambach
4661,Roitham am Traunfall
4662,Steyrermühl
4663,Laakirchen
4664,Oberweis
4671,Neukirchen bei Lambach
4672,Bachmanning
4673,Gaspoltshofen
4674,Altenhof am Hausruck
4675,Weibern
4676,Aistersheim
4680,Haag am Hausruck
4681,Rottenbach
4682,Geboltskirchen
4690,Schwanenstadt
4691,Breitenschützing
4692,Niederthalheim
4693,Desselbrunn
4694,Ohlsdorf
4701,Bad Schallerbach
4702,Wallern an der Trattnach
4707,Schlüßlberg
4710,Grieskirchen
4712,Michaelnbach
4713,Gallspach
4714,Meggenhofen
4715,Taufkirchen an der Trattnach
4716,Hofkirchen an der Trattnach
4720,Neumarkt im Hausruckkreis
4721,Altschwendt
4722,Peuerbach
4723,Natternbach
4724,Neukirchen am Walde
4725,St. Aegidi
4730,Waizenkirchen
4731,Prambachkirchen
4732,St. Thomas
4733,Heiligenberg
4741,Wendling
4742,Pram
4743,Peterskirchen
4751,Dorf
4752,Riedau
4753,Taiskirchen im Innkreis
4754,Andrichsfurt
4755,Zell an der Pram
4760,Raab
4761,Enzenkirchen
4762,St. Willibald
4770,Andorf
4771,Sigharting
4772,Lambrechten
4773,Eggerding
4774,St. Marienkirchen bei Schärding
4775,Taufkirchen an der Pram
4776,Diersbach
4777,Mayrhof
4780,Schärding
4782,St. Florian am Inn
4783,Wernstein am Inn
4784,Schardenberg
4785,Freinberg
4786,Brunnenthal
4791,Rainbach im Innkreis
4792,Münzkirchen
4793,St. Roman
4794,Kopfing im Innkreis
4800,Attnang-Puchheim
4801,Traunkirchen
4802,Ebensee
4810,Gmunden
4812,Pinsdorf
4813,Altmünster
4814,Neukirchen
4816,Gschwandt
4817,St. Konrad
4820,Bad Ischl
4821,Lauffen
4822,Bad Goisern am Hallstättersee
4823,Steeg
4824,Gosau
4825,Gosau-Hintertal
4829,Bad Ischl
4830,Hallstatt
4831,Obertraun
4840,Vöcklabruck
4841,Ungenach
4842,Zell am Pettenfirst
4843,Ampflwang
4844,Regau
4845,Rutzenmoos
4846,Redlham
4847,Vöcklabruck
4849,Puchkirchen am Trattberg
4850,Timelkam
4851,Gampern
4852,Weyregg am Attersee
4853,Steinbach am Attersee
4854,Weißenbach
4860,Lenzing
4861,Schörfling
4863,Seewalchen am Attersee
4864,Attersee
4865,Nußdorf am Attersee
4866,Unterach
4870,Vöcklamarkt
4871,Zipf
4872,Neukirchen an der Vöckla
4873,Frankenburg am Hausruck
4874,Pramet
4875,Redleiten
4880,St. Georgen im Attergau
4881,Straß im Attergau
4882,Oberwang
4890,Frankenmarkt
4891,Pöndorf
4892,Fornach
4893,Zell am Moos
4894,Oberhofen am Irrsee
4901,Ottnang
4902,Wolfsegg am Hausruck
4903,Manning
4904,Atzbach
4905,Thomasroith
4906,Eberschwang
4910,Ried im Innkreis
4911,Tumeltsham
4912,Neuhofen im Innkreis
4920,Schildorn
4921,Hohenzell
4922,Geiersberg
4923,Lohnsburg
4924,Waldzell
4925,Pramet
4926,St. Marienkirchen am Hausruck
4931,Mettmach
4932,Kirchheim im Innkreis
4933,Wildenau
4941,Mehrnbach
4942,Gurten
4943,Geinberg
4950,Altheim
4951,Polling im Innkreis
4952,Weng im Innkreis
4961,Mühlheim am Inn
4962,Mining
4963,St. Peter am Hart
4970,Eitzing
4971,Aurolzmünster
4972,Utzenaich
4973,St. Martin
4974,Ort im Innkreis
4975,Suben
4980,Antiesenhofen
4981,Reichersberg
4982,Obernberg am Inn
4983,St. Georgen bei Obernberg am Inn
4984,Weilbach
4985,Katzenberg
5000,Wals bei Salzburg
5010,Salzburg
5012,Salzburg
5013,Salzburg-Liefering
5014,Salzburg
5015,Salzburg
5016,Salzburg
5017,Salzburg
5018,Salzburg-Europark
5020,Salzburg
5021,Salzburg Postfach
5023,Salzburg-Gnigl
5025,Salzburg-Parsch
5026,Salzburg-Aigen
5027,Salzburg
5033,Salzburg
5061,Elsbethen-Glasenbach
5071,Wals
5072,Siezenheim
5081,Anif
5082,Grödig
5083,Gartenau-St. Leonhard
5084,Großgmain
5089,Niederalm
5090,Lofer
5091,Unken
5092,St. Martin bei Lofer
5093,Weißbach bei Lofer
5101,Bergheim
5102,Anthering
5110,Oberndorf bei Salzburg
5111,Bürmoos
5112,Lamprechtshausen
5113,St. Georgen bei Salzburg
5114,Göming
5120,St. Pantaleon
5121,Ostermiething
5122,Ach
5123,Überackern
5131,Franking
5132,Geretsberg
5133,Gilgenberg am Weilhart
5134,Schwand im Innkreis
5141,Moosdorf
5142,Eggelsberg
5143,Feldkirchen bei Mattighofen
5144,Handenberg
5145,Neukirchen an der Enknach
